Room_type;person_n;bedroom_n;bed_n;Price
Entire home/apt;7;2;5;$176,00 
Entire home/apt;7;2;5;$205,00 
Entire home/apt;7;2;6;$186,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;2;1;1;$98,00 
Entire home/apt;4;1;2;$115,00 
Entire home/apt;4;3;3;$210,00 
Private room;2;;1;$45,00 
Private room;2;1;1;$75,00 
Entire home/apt;2;1;1;$195,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;3;1;;$110,00 
Entire home/apt;4;3;5;$130,00 
Entire home/apt;4;3;4;$250,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;2;2;$180,00 
Entire home/apt;2;1;1;$103,00 
Entire home/apt;4;2;2;$325,00 
Entire home/apt;4;2;2;$400,00 
Entire home/apt;4;1;2;$113,00 
Entire home/apt;2;1;1;$136,00 
Private room;2;1;2;$117,00 
Private room;2;1;2;$104,00 
Private room;2;1;1;$50,00 
Private room;1;1;1;$80,00 
Entire home/apt;2;1;1;$150,00 
Private room;1;1;1;$73,00 
Entire home/apt;3;1;1;$139,00 
Entire home/apt;2;1;1;$79,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;2;$125,00 
Entire home/apt;2;1;1;$169,00 
Entire home/apt;2;1;1;$75,00 
Private room;2;1;1;$90,00 
Entire home/apt;2;1;1;$314,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;3;2;2;$320,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;3;3;$189,00 
Private room;2;1;1;$70,00 
Private room;2;1;2;$70,00 
Private room;1;1;1;$44,00 
Entire home/apt;2;1;1;$50,00 
Entire home/apt;4;3;3;$140,00 
Private room;2;1;1;$62,00 
Private room;2;1;1;$100,00 
Entire home/apt;4;2;4;$246,00 
Private room;2;1;1;$119,00 
Private room;2;1;2;$153,00 
Private room;2;1;2;$114,00 
Entire home/apt;4;4;4;$150,00 
Private room;2;1;1;$70,00 
Entire home/apt;4;3;5;$225,00 
Entire home/apt;4;2;2;$229,00 
Entire home/apt;5;3;3;$150,00 
Entire home/apt;3;1;2;$190,00 
Private room;2;1;2;$95,00 
Entire home/apt;2;1;1;$90,00 
Private room;2;1;1;$50,00 
Entire home/apt;4;2;4;$175,00 
Entire home/apt;2;1;1;$104,00 
Entire home/apt;4;3;3;$175,00 
Entire home/apt;2;1;1;$106,00 
Entire home/apt;4;4;4;$195,00 
Entire home/apt;2;1;1;$79,00 
Entire home/apt;2;1;1;$109,00 
Entire home/apt;2;1;1;$167,00 
Entire home/apt;4;3;4;$230,00 
Private room;2;1;1;$59,00 
Entire home/apt;4;2;4;$250,00 
Entire home/apt;4;1;1;$262,00 
Entire home/apt;4;2;2;$210,00 
Entire home/apt;4;4;4;$400,00 
Private room;2;2;3;$55,00 
Private room;4;2;2;$148,00 
Entire home/apt;4;2;2;$135,00 
Private room;4;1;3;$89,00 
Entire home/apt;4;2;2;$229,00 
Entire home/apt;4;5;6;$250,00 
Private room;2;1;1;$80,00 
Private room;3;2;2;$76,00 
Private room;2;1;1;$95,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;5;4;;$120,00 
Entire home/apt;4;2;3;$250,00 
Entire home/apt;2;1;;$135,00 
Private room;4;2;2;$335,00 
Entire home/apt;2;1;1;$101,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;3;2;2;$190,00 
Entire home/apt;2;2;2;$129,00 
Private room;1;1;1;$47,00 
Entire home/apt;2;1;1;$95,00 
Entire home/apt;4;2;3;$350,00 
Private room;2;1;1;$98,00 
Entire home/apt;4;3;3;$175,00 
Entire home/apt;4;3;4;$200,00 
Entire home/apt;3;3;;$175,00 
Entire home/apt;4;3;3;$156,00 
Entire home/apt;4;2;2;$95,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;4;3;3;$269,00 
Entire home/apt;2;1;1;$275,00 
Entire home/apt;5;3;;$275,00 
Private room;1;1;1;$89,00 
Private room;2;1;1;$26,00 
Entire home/apt;4;1;2;$149,00 
Private room;3;1;2;$140,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;4;2;3;$362,00 
Entire home/apt;2;;1;$75,00 
Entire home/apt;4;3;3;$110,00 
Shared room;2;1;2;$169,00 
Entire home/apt;2;1;1;$208,00 
Entire home/apt;2;2;2;$85,00 
Entire home/apt;2;1;1;$150,00 
Private room;3;1;3;$149,00 
Entire home/apt;4;3;4;$199,00 
Entire home/apt;4;2;2;$133,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;1;$85,00 
Entire home/apt;2;1;;$145,00 
Entire home/apt;4;1;1;$167,00 
Entire home/apt;2;2;2;$130,00 
Entire home/apt;6;3;4;$400,00 
Private room;2;1;1;$60,00 
Entire home/apt;4;2;2;$186,00 
Entire home/apt;4;2;4;$150,00 
Entire home/apt;4;3;3;$95,00 
Entire home/apt;4;2;3;$132,00 
Entire home/apt;4;2;2;$276,00 
Entire home/apt;4;2;3;$225,00 
Entire home/apt;2;1;1;$105,00 
Entire home/apt;4;2;4;$200,00 
Private room;2;1;1;$75,00 
Entire home/apt;2;1;1;$142,00 
Entire home/apt;3;1;2;$130,00 
Private room;2;1;1;$50,00 
Private room;2;1;1;$42,00 
Entire home/apt;4;3;3;$180,00 
Entire home/apt;2;1;1;$131,00 
Private room;2;1;1;$125,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;4;1;2;$240,00 
Entire home/apt;4;3;4;$425,00 
Entire home/apt;4;2;3;$48,00 
Entire home/apt;2;1;1;$75,00 
Entire home/apt;2;2;2;$194,00 
Entire home/apt;4;3;3;$139,00 
Entire home/apt;2;1;1;$171,00 
Entire home/apt;2;1;2;$95,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$106,00 
Entire home/apt;6;3;4;$450,00 
Entire home/apt;2;2;2;$140,00 
Entire home/apt;4;1;2;$160,00 
Entire home/apt;4;4;6;$237,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;4;2;3;$175,00 
Entire home/apt;4;2;3;$147,00 
Private room;2;1;;$55,00 
Entire home/apt;4;2;2;$194,00 
Private room;2;1;2;$80,00 
Entire home/apt;8;5;6;$700,00 
Entire home/apt;4;2;3;$195,00 
Entire home/apt;4;2;2;$199,00 
Entire home/apt;4;2;2;$198,00 
Private room;2;1;1;$102,00 
Private room;2;1;1;$131,00 
Private room;2;1;1;$85,00 
Entire home/apt;6;3;4;$299,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;12;4;12;$377,00 
Entire home/apt;2;1;2;$100,00 
Entire home/apt;2;1;2;$125,00 
Entire home/apt;2;1;1;$130,00 
Private room;2;1;1;$55,00 
Entire home/apt;2;1;1;$108,00 
Entire home/apt;2;1;;$135,00 
Entire home/apt;4;1;4;$160,00 
Entire home/apt;4;1;2;$166,00 
Private room;2;1;1;$79,00 
Private room;2;1;1;$86,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;2;1;1;$91,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;4;2;2;$442,00 
Private room;4;1;2;$75,00 
Entire home/apt;4;2;3;$150,00 
Entire home/apt;4;3;5;$125,00 
Entire home/apt;3;1;2;$200,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;2;$114,00 
Private room;2;1;1;$86,00 
Entire home/apt;2;1;1;$105,00 
Entire home/apt;2;1;1;$139,00 
Entire home/apt;4;2;2;$227,00 
Entire home/apt;4;2;4;$122,00 
Private room;2;1;1;$35,00 
Entire home/apt;4;2;3;$290,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;2;2;$190,00 
Entire home/apt;2;1;2;$120,00 
Private room;3;1;2;$93,00 
Entire home/apt;2;1;;$250,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;4;3;3;$245,00 
Private room;2;1;1;$75,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;2;2;$320,00 
Entire home/apt;2;1;1;$149,00 
Entire home/apt;4;4;5;$1.160,00 
Entire home/apt;3;2;3;$135,00 
Entire home/apt;2;;1;$67,00 
Entire home/apt;4;3;3;$292,00 
Entire home/apt;4;2;3;$170,00 
Entire home/apt;4;1;2;$206,00 
Private room;2;1;2;$179,00 
Private room;2;1;;$85,00 
Entire home/apt;2;1;1;$142,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;2;1;1;$80,00 
Entire home/apt;3;2;2;$221,00 
Entire home/apt;2;1;1;$85,00 
Private room;1;1;1;$55,00 
Entire home/apt;4;2;2;$260,00 
Entire home/apt;4;2;3;$155,00 
Entire home/apt;4;2;2;$185,00 
Entire home/apt;3;1;2;$125,00 
Entire home/apt;3;2;2;$319,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;5;;5;$175,00 
Private room;2;1;1;$85,00 
Entire home/apt;4;4;3;$300,00 
Entire home/apt;2;1;1;$100,00 
Private room;2;1;2;$115,00 
Entire home/apt;4;4;4;$156,00 
Entire home/apt;4;4;4;$260,00 
Entire home/apt;2;1;1;$153,00 
Private room;2;1;1;$130,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;5;2;2;$291,00 
Entire home/apt;2;1;1;$146,00 
Private room;2;1;1;$71,00 
Entire home/apt;2;1;;$110,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;3;2;2;$450,00 
Private room;2;1;1;$62,00 
Private room;2;1;;$38,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;1;1;$162,00 
Entire home/apt;2;1;1;$199,00 
Entire home/apt;4;3;4;$256,00 
Entire home/apt;4;3;2;$139,00 
Entire home/apt;4;2;2;$85,00 
Entire home/apt;4;3;3;$201,00 
Entire home/apt;2;1;1;$76,00 
Entire home/apt;4;3;3;$94,00 
Private room;2;1;;$96,00 
Private room;2;1;1;$125,00 
Private room;4;1;2;$150,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;2;$93,00 
Entire home/apt;2;1;1;$129,00 
Entire home/apt;2;1;1;$89,00 
Entire home/apt;2;1;;$84,00 
Private room;3;1;2;$118,00 
Entire home/apt;4;3;3;$275,00 
Entire home/apt;4;2;3;$449,00 
Private room;2;1;1;$88,00 
Entire home/apt;2;1;1;$104,00 
Entire home/apt;2;1;1;$89,00 
Private room;2;;1;$76,00 
Entire home/apt;2;1;1;$96,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;6;4;7;$314,00 
Private room;2;1;1;$100,00 
Private room;2;1;1;$117,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;2;1;1;$210,00 
Entire home/apt;2;1;1;$139,00 
Private room;2;1;2;$72,00 
Entire home/apt;2;;1;$87,00 
Entire home/apt;2;1;1;$103,00 
Entire home/apt;4;3;4;$214,00 
Entire home/apt;6;2;3;$270,00 
Entire home/apt;4;2;2;$189,00 
Entire home/apt;2;1;1;$270,00 
Entire home/apt;2;1;1;$80,00 
Entire home/apt;4;2;2;$189,00 
Entire home/apt;4;2;2;$230,00 
Private room;4;2;2;$116,00 
Entire home/apt;4;3;3;$650,00 
Entire home/apt;4;2;2;$110,00 
Private room;4;1;2;$124,00 
Entire home/apt;4;2;2;$170,00 
Private room;2;1;1;$100,00 
Private room;2;1;1;$71,00 
Entire home/apt;4;3;3;$1.190,00 
Entire home/apt;4;2;2;$225,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;2;1;2;$148,00 
Entire home/apt;6;3;5;$349,00 
Private room;2;1;1;$91,00 
Entire home/apt;4;3;3;$150,00 
Entire home/apt;2;1;2;$130,00 
Private room;2;1;1;$101,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;4;2;2;$130,00 
Entire home/apt;2;1;1;$95,00 
Entire home/apt;4;2;2;$179,00 
Entire home/apt;3;1;2;$101,00 
Private room;2;1;1;$93,00 
Entire home/apt;4;4;4;$335,00 
Entire home/apt;2;1;1;$65,00 
Private room;1;1;1;$45,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;2;4;$110,00 
Private room;2;1;1;$100,00 
Entire home/apt;4;1;2;$500,00 
Entire home/apt;2;;1;$74,00 
Entire home/apt;2;1;1;$185,00 
Entire home/apt;4;3;4;$186,00 
Entire home/apt;3;1;3;$180,00 
Private room;2;1;1;$90,00 
Entire home/apt;3;2;2;$135,00 
Entire home/apt;2;1;2;$243,00 
Entire home/apt;4;4;4;$240,00 
Entire home/apt;4;3;3;$331,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;4;1;2;$359,00 
Entire home/apt;2;1;1;$112,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$133,00 
Entire home/apt;2;1;1;$135,00 
Entire home/apt;2;1;2;$100,00 
Entire home/apt;2;2;2;$129,00 
Private room;1;1;1;$41,00 
Entire home/apt;2;1;1;$60,00 
Entire home/apt;3;2;3;$225,00 
Entire home/apt;2;;1;$115,00 
Entire home/apt;3;2;2;$110,00 
Entire home/apt;2;;1;$80,00 
Private room;2;1;1;$85,00 
Entire home/apt;4;1;3;$109,00 
Entire home/apt;4;2;2;$264,00 
Entire home/apt;2;1;1;$110,00 
Private room;3;1;2;$86,00 
Entire home/apt;2;1;1;$95,00 
Entire home/apt;12;1;12;$388,00 
Entire home/apt;2;1;1;$130,00 
Private room;3;1;2;$60,00 
Entire home/apt;2;1;1;$125,00 
Private room;2;1;1;$85,00 
Entire home/apt;2;1;1;$121,00 
Entire home/apt;2;1;1;$174,00 
Private room;2;1;1;$80,00 
Private room;2;1;2;$74,00 
Entire home/apt;4;2;2;$498,00 
Entire home/apt;4;2;2;$275,00 
Entire home/apt;2;1;1;$157,00 
Entire home/apt;2;1;1;$180,00 
Private room;1;1;1;$54,00 
Private room;2;1;1;$112,00 
Private room;2;;1;$85,00 
Private room;2;;1;$99,00 
Entire home/apt;2;1;1;$165,00 
Entire home/apt;4;1;2;$180,00 
Private room;2;1;1;$111,00 
Entire home/apt;2;1;;$250,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;4;2;2;$180,00 
Entire home/apt;2;1;1;$68,00 
Entire home/apt;2;1;1;$106,00 
Private room;2;1;1;$44,00 
Entire home/apt;4;3;2;$139,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;3;1;1;$196,00 
Entire home/apt;4;1;2;$200,00 
Entire home/apt;2;1;1;$300,00 
Entire home/apt;2;1;1;$119,00 
Private room;3;1;2;$111,00 
Entire home/apt;4;2;3;$150,00 
Private room;2;1;1;$60,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$170,00 
Private room;4;2;4;$128,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;2;2;1;$250,00 
Entire home/apt;3;3;5;$315,00 
Entire home/apt;3;3;3;$300,00 
Private room;3;1;2;$61,00 
Entire home/apt;5;3;4;$255,00 
Entire home/apt;3;1;1;$100,00 
Entire home/apt;4;2;2;$182,00 
Private room;4;1;2;$164,00 
Entire home/apt;4;2;1;$150,00 
Private room;2;1;2;$74,00 
Entire home/apt;2;1;2;$129,00 
Entire home/apt;2;1;2;$69,00 
Private room;2;1;2;$74,00 
Private room;2;1;2;$74,00 
Private room;2;1;2;$74,00 
Private room;2;1;2;$74,00 
Private room;2;1;2;$74,00 
Entire home/apt;4;2;2;$95,00 
Private room;4;2;3;$235,00 
Private room;2;1;1;$85,00 
Private room;4;1;2;$69,00 
Private room;4;1;1;$152,00 
Private room;2;1;2;$75,00 
Private room;2;1;1;$95,00 
Private room;2;1;1;$93,00 
Entire home/apt;4;1;2;$175,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$149,00 
Entire home/apt;3;2;2;$90,00 
Private room;4;2;2;$72,00 
Private room;2;;1;$61,00 
Private room;2;;1;$61,00 
Entire home/apt;2;1;1;$136,00 
Entire home/apt;3;1;3;$180,00 
Entire home/apt;2;1;1;$149,00 
Private room;2;1;2;$96,00 
Entire home/apt;4;1;4;$188,00 
Private room;2;;1;$65,00 
Private room;2;;1;$114,00 
Entire home/apt;3;1;2;$194,00 
Private room;2;1;1;$94,00 
Entire home/apt;2;1;1;$90,00 
Private room;4;1;2;$171,00 
Entire home/apt;5;3;4;$210,00 
Entire home/apt;4;2;2;$190,00 
Entire home/apt;4;3;4;$260,00 
Entire home/apt;4;2;2;$209,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;1;4;$95,00 
Entire home/apt;4;2;2;$175,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;4;3;4;$234,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;4;1;3;$229,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;2;1;2;$90,00 
Private room;2;1;1;$120,00 
Entire home/apt;12;2;13;$360,00 
Entire home/apt;2;1;1;$122,00 
Private room;2;1;1;$83,00 
Private room;2;;1;$149,00 
Private room;2;1;1;$45,00 
Entire home/apt;2;1;1;$100,00 
Private room;2;1;1;$129,00 
Private room;2;1;1;$80,00 
Entire home/apt;4;4;3;$100,00 
Entire home/apt;2;1;1;$75,00 
Entire home/apt;2;1;1;$136,00 
Entire home/apt;2;1;;$130,00 
Private room;1;1;1;$39,00 
Private room;3;1;2;$64,00 
Entire home/apt;2;1;1;$102,00 
Private room;6;2;6;$103,00 
Entire home/apt;3;2;2;$185,00 
Entire home/apt;4;2;2;$166,00 
Entire home/apt;4;2;2;$190,00 
Private room;2;1;1;$85,00 
Entire home/apt;4;1;2;$281,00 
Entire home/apt;2;1;;$185,00 
Entire home/apt;5;3;4;$300,00 
Entire home/apt;4;1;2;$179,00 
Private room;2;1;1;$95,00 
Entire home/apt;2;1;1;$139,00 
Entire home/apt;3;2;2;$163,00 
Entire home/apt;2;1;1;$275,00 
Entire home/apt;4;2;2;$225,00 
Entire home/apt;2;2;1;$160,00 
Private room;2;1;2;$103,00 
Entire home/apt;2;1;1;$159,00 
Entire home/apt;6;4;4;$100,00 
Entire home/apt;4;2;3;$170,00 
Private room;2;1;1;$79,00 
Entire home/apt;6;3;4;$134,00 
Entire home/apt;2;1;1;$128,00 
Entire home/apt;4;2;2;$277,00 
Entire home/apt;5;3;5;$250,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;4;2;4;$261,00 
Entire home/apt;4;2;2;$140,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;;1;$130,00 
Private room;2;1;1;$110,00 
Entire home/apt;3;2;2;$153,00 
Entire home/apt;4;2;3;$170,00 
Entire home/apt;2;1;1;$130,00 
Private room;3;1;2;$59,00 
Entire home/apt;2;1;1;$165,00 
Private room;2;1;1;$110,00 
Private room;4;1;2;$203,00 
Entire home/apt;2;1;2;$127,00 
Private room;2;1;1;$124,00 
Private room;2;1;1;$100,00 
Entire home/apt;2;1;1;$110,00 
Private room;2;;2;$75,00 
Entire home/apt;4;3;2;$249,00 
Entire home/apt;2;1;1;$95,00 
Entire home/apt;4;3;3;$615,00 
Entire home/apt;2;1;2;$151,00 
Entire home/apt;4;3;1;$120,00 
Private room;3;1;3;$85,00 
Private room;3;1;3;$86,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;2;2;2;$210,00 
Entire home/apt;4;2;2;$275,00 
Entire home/apt;2;;2;$125,00 
Entire home/apt;4;3;2;$100,00 
Private room;4;2;8;$79,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;4;1;2;$150,00 
Entire home/apt;4;3;3;$125,00 
Private room;1;1;1;$165,00 
Private room;2;1;1;$999,00 
Entire home/apt;3;;1;$185,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;4;2;4;$224,00 
Private room;2;;1;$169,00 
Entire home/apt;4;2;2;$300,00 
Private room;2;1;1;$68,00 
Entire home/apt;2;1;1;$104,00 
Entire home/apt;4;3;3;$170,00 
Private room;2;1;1;$50,00 
Private room;2;1;1;$130,00 
Entire home/apt;2;1;1;$76,00 
Private room;2;1;;$80,00 
Private room;2;1;1;$79,00 
Private room;2;1;1;$110,00 
Entire home/apt;2;1;1;$150,00 
Private room;3;;2;$66,00 
Entire home/apt;4;2;2;$250,00 
Hotel room;2;1;1;$289,00 
Private room;2;1;1;$144,00 
Entire home/apt;4;1;1;$133,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;2;;1;$190,00 
Entire home/apt;2;1;1;$185,00 
Entire home/apt;4;3;4;$300,00 
Private room;2;;1;$50,00 
Entire home/apt;2;1;1;$147,00 
Private room;2;1;1;$85,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;4;3;5;$225,00 
Hotel room;4;2;4;$137,00 
Entire home/apt;4;1;3;$175,00 
Private room;2;1;1;$100,00 
Entire home/apt;3;2;2;$125,00 
Entire home/apt;4;2;2;$140,00 
Entire home/apt;2;1;1;$205,00 
Private room;1;1;2;$79,00 
Entire home/apt;4;2;3;$300,00 
Private room;3;1;2;$45,00 
Entire home/apt;3;1;2;$110,00 
Entire home/apt;4;2;2;$300,00 
Entire home/apt;2;1;1;$45,00 
Entire home/apt;2;1;1;$249,00 
Entire home/apt;2;1;2;$166,00 
Entire home/apt;3;1;2;$73,00 
Private room;2;1;1;$47,00 
Entire home/apt;4;2;2;$150,00 
Private room;2;1;1;$99,00 
Private room;2;1;1;$125,00 
Entire home/apt;4;2;3;$240,00 
Private room;4;;1;$89,00 
Entire home/apt;4;2;2;$600,00 
Entire home/apt;4;4;5;$275,00 
Entire home/apt;4;2;2;$230,00 
Entire home/apt;4;2;2;$288,00 
Entire home/apt;2;2;2;$215,00 
Private room;2;;1;$93,00 
Private room;2;1;1;$95,00 
Entire home/apt;2;1;2;$250,00 
Private room;4;1;1;$48,00 
Entire home/apt;2;1;1;$109,00 
Private room;1;1;1;$59,00 
Private room;2;1;1;$45,00 
Private room;3;1;2;$131,00 
Entire home/apt;2;1;1;$85,00 
Entire home/apt;4;2;;$150,00 
Shared room;2;1;1;$75,00 
Private room;4;2;2;$175,00 
Private room;2;1;1;$125,00 
Hotel room;2;1;1;$129,00 
Private room;1;1;1;$84,00 
Entire home/apt;2;1;1;$96,00 
Entire home/apt;4;3;3;$245,00 
Entire home/apt;4;2;2;$100,00 
Entire home/apt;3;2;3;$134,00 
Private room;2;1;2;$58,00 
Private room;2;2;2;$70,00 
Private room;4;;2;$103,00 
Entire home/apt;6;4;5;$220,00 
Entire home/apt;4;2;3;$174,00 
Private room;2;1;1;$72,00 
Entire home/apt;4;1;1;$186,00 
Private room;2;;1;$85,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;4;3;3;$307,00 
Entire home/apt;2;1;1;$159,00 
Entire home/apt;12;1;12;$369,00 
Entire home/apt;4;2;4;$215,00 
Entire home/apt;4;1;2;$150,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;4;2;3;$260,00 
Private room;2;1;1;$85,00 
Entire home/apt;4;2;3;$140,00 
Private room;2;1;1;$120,00 
Entire home/apt;2;1;1;$159,00 
Private room;4;;2;$90,00 
Private room;2;1;1;$60,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$110,00 
Private room;4;2;4;$115,00 
Entire home/apt;2;1;1;$170,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;2;2;$139,00 
Entire home/apt;6;3;3;$120,00 
Entire home/apt;4;2;3;$180,00 
Entire home/apt;14;4;14;$300,00 
Entire home/apt;4;2;2;$336,00 
Entire home/apt;2;1;1;$119,00 
Private room;4;2;4;$145,00 
Private room;4;2;2;$115,00 
Private room;4;1;;$83,00 
Entire home/apt;2;1;1;$190,00 
Private room;2;1;1;$195,00 
Entire home/apt;4;2;3;$181,00 
Entire home/apt;2;1;1;$275,00 
Entire home/apt;6;3;4;$300,00 
Entire home/apt;3;1;1;$160,00 
Private room;2;1;1;$65,00 
Entire home/apt;4;2;2;$180,00 
Entire home/apt;4;4;5;$280,00 
Entire home/apt;4;2;2;$229,00 
Entire home/apt;4;2;4;$157,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;4;4;4;$225,00 
Private room;1;1;1;$99,00 
Entire home/apt;2;1;1;$145,00 
Entire home/apt;4;3;3;$135,00 
Entire home/apt;3;3;2;$180,00 
Private room;2;1;1;$96,00 
Private room;2;1;1;$130,00 
Private room;2;1;1;$178,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;3;3;4;$139,00 
Entire home/apt;4;2;2;$220,00 
Entire home/apt;2;1;1;$140,00 
Private room;3;;2;$149,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;4;2;3;$85,00 
Entire home/apt;4;1;1;$149,00 
Private room;2;1;1;$78,00 
Entire home/apt;2;1;1;$150,00 
Private room;3;;2;$78,00 
Entire home/apt;3;2;2;$134,00 
Entire home/apt;4;2;2;$557,00 
Entire home/apt;4;2;4;$200,00 
Entire home/apt;1;1;1;$49,00 
Entire home/apt;4;1;1;$150,00 
Entire home/apt;4;2;2;$209,00 
Private room;2;1;1;$135,00 
Entire home/apt;4;1;4;$150,00 
Private room;3;1;2;$104,00 
Private room;4;1;;$158,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;3;2;2;$325,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;4;2;2;$207,00 
Entire home/apt;2;2;2;$130,00 
Entire home/apt;2;1;2;$98,00 
Entire home/apt;4;;3;$150,00 
Private room;2;;1;$79,00 
Private room;2;1;2;$89,00 
Entire home/apt;2;1;1;$158,00 
Entire home/apt;4;3;2;$250,00 
Entire home/apt;2;2;2;$275,00 
Entire home/apt;3;1;1;$123,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;2;1;1;$60,00 
Private room;2;1;1;$95,00 
Entire home/apt;2;1;2;$120,00 
Entire home/apt;4;4;4;$150,00 
Entire home/apt;4;4;4;$184,00 
Entire home/apt;4;2;3;$180,00 
Entire home/apt;4;3;3;$150,00 
Entire home/apt;2;1;2;$124,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;4;1;2;$185,00 
Entire home/apt;4;1;1;$169,00 
Private room;2;1;;$65,00 
Entire home/apt;4;2;5;$214,00 
Private room;2;1;1;$119,00 
Private room;2;1;1;$85,00 
Private room;4;2;1;$121,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;3;3;$211,00 
Entire home/apt;4;3;3;$180,00 
Private room;2;1;1;$140,00 
Private room;2;1;1;$79,00 
Entire home/apt;4;3;4;$330,00 
Entire home/apt;4;3;3;$129,00 
Private room;2;;1;$49,00 
Entire home/apt;4;3;3;$149,00 
Entire home/apt;4;2;2;$190,00 
Private room;2;1;2;$88,00 
Private room;2;1;2;$91,00 
Private room;2;;1;$59,00 
Private room;3;;1;$84,00 
Entire home/apt;4;3;2;$229,00 
Entire home/apt;4;2;2;$140,00 
Entire home/apt;2;;1;$124,00 
Entire home/apt;4;2;2;$160,00 
Entire home/apt;3;2;3;$100,00 
Entire home/apt;2;1;1;$106,00 
Entire home/apt;2;;2;$150,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;4;2;3;$245,00 
Entire home/apt;2;;1;$84,00 
Entire home/apt;4;2;4;$210,00 
Private room;2;1;2;$52,00 
Entire home/apt;4;2;3;$305,00 
Entire home/apt;5;3;4;$187,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;2;2;$140,00 
Entire home/apt;5;4;5;$290,00 
Entire home/apt;6;3;3;$175,00 
Entire home/apt;2;1;1;$109,00 
Private room;2;1;1;$107,00 
Entire home/apt;4;2;4;$300,00 
