Room_type;person_n;bedroom_n;bed_n;Price
Private room;3;1;3;$448,00 
Private room;4;1;4;$500,00 
Entire home/apt;2;1;1;$95,00 
Private room;4;2;4;$157,00 
Private room;2;1;1;$115,00 
Entire home/apt;2;1;1;$125,00 
Private room;3;1;;$67,00 
Private room;6;1;6;$101,00 
Private room;3;1;2;$70,00 
Entire home/apt;2;;1;$50,00 
Entire home/apt;2;;1;$50,00 
Entire home/apt;6;3;6;$250,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;4;2;2;$160,00 
Private room;4;3;4;$123,00 
Entire home/apt;2;1;1;$213,00 
Private room;2;1;1;$105,00 
Entire home/apt;4;2;2;$277,00 
Private room;2;1;;$350,00 
Entire home/apt;2;1;1;$135,00 
Entire home/apt;2;2;1;$145,00 
Entire home/apt;3;;1;$265,00 
Entire home/apt;2;1;1;$71,00 
Entire home/apt;4;2;4;$145,00 
Entire home/apt;4;2;4;$170,00 
Entire home/apt;4;4;4;$346,00 
Entire home/apt;4;2;3;$220,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;1;1;$92,00 
Private room;2;1;1;$103,00 
Private room;3;1;2;$117,00 
Private room;4;1;2;$159,00 
Private room;5;1;5;$199,00 
Private room;4;1;3;$137,00 
Private room;3;1;2;$164,00 
Private room;2;1;1;$103,00 
Private room;2;1;1;$125,00 
Private room;2;1;1;$125,00 
Entire home/apt;4;2;2;$104,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$170,00 
Private room;2;1;1;$95,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;4;2;2;$249,00 
Entire home/apt;2;1;1;$119,00 
Private room;2;1;1;$120,00 
Private room;2;1;2;$149,00 
Private room;1;1;1;$42,00 
Private room;4;2;2;$115,00 
Entire home/apt;4;2;4;$145,00 
Entire home/apt;4;2;4;$140,00 
Entire home/apt;4;2;4;$179,00 
Entire home/apt;4;1;2;$144,00 
Entire home/apt;4;2;3;$269,00 
Private room;6;3;4;$110,00 
Entire home/apt;2;1;1;$75,00 
Entire home/apt;4;2;4;$169,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;2;3;$164,00 
Private room;4;2;3;$165,00 
Entire home/apt;4;2;1;$166,00 
Entire home/apt;2;1;1;$136,00 
Entire home/apt;2;1;1;$129,00 
Private room;2;1;1;$132,00 
Entire home/apt;2;1;1;$134,00 
Entire home/apt;2;1;1;$300,00 
Private room;2;1;1;$65,00 
Entire home/apt;4;1;2;$199,00 
Private room;4;;1;$122,00 
Entire home/apt;2;1;1;$74,00 
Private room;2;1;1;$94,00 
Private room;2;1;2;$103,00 
Private room;2;1;1;$160,00 
Private room;2;;3;$95,00 
Private room;2;;;$66,00 
Private room;2;;;$66,00 
Entire home/apt;4;2;2;$180,00 
Entire home/apt;3;2;2;$236,00 
Entire home/apt;2;1;1;$110,00 
Private room;2;1;1;$102,00 
Entire home/apt;4;3;4;$195,00 
Entire home/apt;4;2;3;$180,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;2;1;;$100,00 
Private room;2;1;1;$74,00 
Private room;2;1;1;$92,00 
Private room;2;1;1;$109,00 
Private room;2;1;1;$121,00 
Private room;3;1;2;$130,00 
Private room;2;1;1;$181,00 
Private room;2;1;1;$88,00 
Private room;2;1;1;$332,00 
Entire home/apt;4;;1;$400,00 
Private room;4;1;3;$253,00 
Entire home/apt;4;1;2;$85,00 
Private room;5;1;5;$80,00 
Hotel room;1;1;1;$22,00 
Entire home/apt;5;2;3;$249,00 
Entire home/apt;4;3;5;$266,00 
Private room;3;1;2;$316,00 
Private room;2;;1;$75,00 
Private room;2;;1;$75,00 
Entire home/apt;2;;;$50,00 
Private room;2;;1;$90,00 
Private room;2;1;1;$100,00 
Entire home/apt;2;1;1;$160,00 
Private room;4;2;2;$200,00 
Private room;2;;1;$101,00 
Private room;2;1;1;$85,00 
Entire home/apt;4;2;2;$118,00 
Private room;2;1;1;$91,00 
Entire home/apt;2;1;1;$207,00 
Private room;4;1;;$80,00 
Private room;2;1;;$60,00 
Private room;2;1;1;$98,00 
Private room;3;1;2;$52,00 
Private room;2;1;2;$77,00 
Entire home/apt;3;1;1;$189,00 
Private room;2;2;1;$336,00 
Private room;1;1;1;$76,00 
Private room;2;1;1;$86,00 
Private room;3;1;2;$131,00 
Private room;2;1;1;$136,00 
Entire home/apt;2;1;;$144,00 
Private room;3;1;3;$97,00 
Private room;2;1;1;$100,00 
Entire home/apt;6;3;5;$421,00 
Private room;2;1;2;$79,00 
Private room;2;1;1;$79,00 
Private room;4;1;4;$93,00 
Entire home/apt;3;2;2;$135,00 
Private room;4;2;2;$167,00 
Hotel room;0;;;$0,00 
Private room;2;1;1;$180,00 
Private room;2;1;1;$96,00 
Private room;2;1;1;$119,00 
Private room;4;1;3;$131,00 
Shared room;1;1;1;$38,00 
Private room;2;1;1;$68,00 
Shared room;2;1;1;$56,00 
Private room;2;1;1;$88,00 
Private room;4;1;3;$152,00 
Private room;2;1;1;$133,00 
Private room;2;1;1;$73,00 
Private room;2;1;1;$103,00 
Private room;2;1;1;$163,00 
Private room;3;1;3;$111,00 
Private room;5;1;5;$190,00 
Private room;4;1;4;$152,00 
Private room;2;1;1;$205,00 
Entire home/apt;2;1;1;$180,00 
Private room;2;1;1;$192,00 
Private room;2;1;1;$187,00 
Private room;2;1;1;$164,00 
Private room;2;1;2;$175,00 
Private room;2;1;1;$205,00 
Private room;4;1;3;$262,00 
Private room;3;1;2;$197,00 
Private room;4;2;2;$249,00 
Private room;2;;2;$109,00 
Private room;4;1;1;$117,00 
Entire home/apt;4;4;4;$500,00 
Private room;2;1;2;$68,00 
Private room;2;1;2;$66,00 
Private room;2;1;2;$68,00 
Private room;2;1;1;$86,00 
Private room;2;1;2;$68,00 
Entire home/apt;2;1;1;$98,00 
Private room;2;1;1;$75,00 
Private room;2;1;1;$81,00 
Entire home/apt;4;2;;$104,00 
Private room;3;1;3;$103,00 
Private room;5;1;5;$115,00 
Private room;2;1;1;$107,00 
Entire home/apt;2;1;1;$35,00 
Entire home/apt;2;1;1;$102,00 
Entire home/apt;3;2;1;$70,00 
Entire home/apt;2;1;1;$204,00 
Private room;2;1;1;$124,00 
Private room;2;1;1;$109,00 
Entire home/apt;4;3;3;$150,00 
Private room;2;1;1;$83,00 
Entire home/apt;4;2;2;$540,00 
Entire home/apt;4;2;2;$150,00 
Private room;4;2;3;$67,00 
Entire home/apt;4;;2;$77,00 
Private room;2;1;1;$128,00 
Private room;2;1;1;$151,00 
Private room;2;1;1;$75,00 
Entire home/apt;2;1;2;$150,00 
Private room;4;1;2;$155,00 
Private room;8;1;8;$264,00 
Private room;5;1;5;$160,00 
Entire home/apt;2;1;1;$200,00 
Private room;2;1;1;$38,00 
Entire home/apt;2;;1;$70,00 
Entire home/apt;2;1;1;$213,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;2;3;$225,00 
Entire home/apt;4;4;5;$455,00 
Private room;3;1;2;$83,00 
Private room;4;2;4;$269,00 
Private room;2;1;1;$76,00 
Private room;2;;1;$76,00 
Private room;2;;1;$60,00 
Private room;2;;1;$60,00 
Private room;2;;1;$54,00 
Private room;2;;1;$59,00 
Private room;3;;1;$79,00 
Private room;2;;1;$54,00 
Private room;2;;1;$61,00 
Private room;2;;1;$56,00 
Private room;2;;1;$61,00 
Private room;2;;1;$61,00 
Private room;2;1;1;$86,00 
Private room;4;1;3;$117,00 
Private room;2;1;1;$68,00 
Private room;2;1;1;$68,00 
Private room;2;1;1;$68,00 
Private room;2;1;1;$50,00 
Private room;4;1;2;$161,00 
Entire home/apt;2;1;1;$85,00 
Entire home/apt;4;1;2;$151,00 
Entire home/apt;4;2;2;$125,00 
Private room;4;2;2;$127,00 
Private room;2;1;1;$83,00 
Private room;2;1;2;$83,00 
Private room;1;1;1;$50,00 
Entire home/apt;2;1;1;$160,00 
Entire home/apt;2;;1;$111,00 
Entire home/apt;4;;2;$118,00 
Entire home/apt;4;1;2;$163,00 
Entire home/apt;6;2;4;$183,00 
Entire home/apt;6;2;4;$187,00 
Entire home/apt;8;3;6;$236,00 
Entire home/apt;6;2;4;$333,00 
Entire home/apt;8;3;6;$442,00 
Entire home/apt;2;1;1;$165,00 
Entire home/apt;4;3;1;$395,00 
Entire home/apt;2;1;1;$400,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;3;2;2;$120,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;3;2;1;$150,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;;2;$129,00 
Entire home/apt;4;2;2;$400,00 
Private room;3;1;2;$84,00 
Entire home/apt;2;1;1;$169,00 
Entire home/apt;2;1;1;$142,00 
Hotel room;0;;;$0,00 
Entire home/apt;2;1;1;$80,00 
Private room;2;1;1;$99,00 
Entire home/apt;2;1;1;$107,00 
Entire home/apt;2;1;1;$46,00 
Private room;2;1;;$234,00 
Entire home/apt;3;1;1;$275,00 
Private room;4;2;;$55,00 
Private room;2;1;1;$67,00 
Private room;2;1;1;$51,00 
Private room;2;1;1;$51,00 
Private room;2;1;1;$49,00 
Private room;2;1;1;$63,00 
Private room;2;1;1;$54,00 
Private room;2;1;1;$51,00 
Private room;2;1;1;$46,00 
Private room;2;1;1;$51,00 
Entire home/apt;4;3;2;$299,00 
Entire home/apt;2;1;1;$275,00 
Entire home/apt;2;;1;$177,00 
Entire home/apt;2;1;1;$138,00 
Entire home/apt;2;1;;$158,00 
Entire home/apt;2;1;1;$123,00 
Entire home/apt;2;1;1;$110,00 
Private room;2;1;1;$149,00 
Private room;3;1;1;$189,00 
Private room;3;1;1;$229,00 
Entire home/apt;2;1;1;$129,00 
Entire home/apt;6;3;5;$209,00 
Private room;1;1;1;$250,00 
Entire home/apt;4;1;2;$182,00 
Private room;1;1;1;$250,00 
Private room;2;1;1;$140,00 
Private room;2;1;1;$166,00 
Private room;1;1;1;$250,00 
Entire home/apt;4;2;3;$143,00 
Entire home/apt;4;2;3;$198,00 
Entire home/apt;6;3;5;$340,00 
Entire home/apt;4;2;2;$155,00 
Entire home/apt;4;2;2;$188,00 
Entire home/apt;6;3;4;$340,00 
Entire home/apt;4;2;3;$176,00 
Entire home/apt;4;2;4;$176,00 
Entire home/apt;7;4;8;$361,00 
Entire home/apt;4;1;3;$143,00 
Entire home/apt;4;1;2;$165,00 
Entire home/apt;4;2;3;$198,00 
Entire home/apt;4;2;3;$198,00 
Entire home/apt;6;3;4;$210,00 
Private room;2;1;1;$145,00 
Entire home/apt;4;2;4;$187,00 
Entire home/apt;4;1;2;$143,00 
Entire home/apt;6;2;2;$318,00 
Entire home/apt;4;2;4;$250,00 
Entire home/apt;3;1;2;$102,00 
Private room;2;1;2;$134,00 
Private room;3;1;2;$167,00 
Private room;2;1;1;$134,00 
Private room;3;1;2;$167,00 
Private room;4;1;2;$208,00 
Private room;2;1;1;$135,00 
Private room;4;1;2;$271,00 
Private room;3;1;2;$211,00 
Hotel room;2;1;1;$181,00 
Private room;2;1;1;$161,00 
Hotel room;2;1;1;$171,00 
Entire home/apt;2;;;$100,00 
Entire home/apt;2;1;;$80,00 
Entire home/apt;3;1;1;$185,00 
Private room;3;1;2;$148,00 
Private room;2;1;3;$40,00 
Private room;2;1;1;$130,00 
Entire home/apt;5;3;4;$330,00 
Entire home/apt;6;4;5;$397,00 
Private room;4;1;1;$117,00 
Entire home/apt;5;3;3;$500,00 
Private room;2;1;2;$105,00 
Entire home/apt;4;1;1;$107,00 
Private room;2;;1;$135,00 
Entire home/apt;4;1;1;$133,00 
Private room;2;;1;$111,00 
Private room;4;2;3;$176,00 
Private room;4;2;2;$105,00 
Private room;2;1;1;$125,00 
Entire home/apt;5;3;3;$85,00 
Private room;4;2;3;$166,00 
Private room;4;2;3;$166,00 
Private room;4;2;3;$176,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;;$131,00 
Entire home/apt;4;2;2;$175,00 
Entire home/apt;4;2;2;$60,00 
Entire home/apt;3;2;2;$150,00 
Private room;2;1;1;$95,00 
Entire home/apt;4;2;4;$275,00 
Private room;2;1;2;$101,00 
Private room;2;1;2;$101,00 
Entire home/apt;4;2;4;$275,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;2;1;1;$190,00 
Entire home/apt;4;2;2;$136,00 
Entire home/apt;2;1;1;$114,00 
Entire home/apt;2;1;1;$126,00 
Entire home/apt;4;2;2;$300,00 
Entire home/apt;4;1;1;$75,00 
Private room;4;2;4;$125,00 
Entire home/apt;2;;1;$85,00 
Shared room;8;1;8;$202,00 
Entire home/apt;4;2;3;$449,00 
Private room;1;1;1;$55,00 
Private room;1;1;1;$55,00 
Entire home/apt;4;3;5;$470,00 
Entire home/apt;3;1;2;$110,00 
Private room;2;1;;$64,00 
Entire home/apt;4;1;1;$150,00 
Private room;2;1;1;$114,00 
Entire home/apt;4;2;2;$173,00 
Entire home/apt;5;3;4;$250,00 
Entire home/apt;2;;1;$85,00 
Entire home/apt;4;1;2;$100,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;3;;1;$99,00 
Private room;1;1;;$50,00 
Entire home/apt;2;1;1;$165,00 
Entire home/apt;2;1;1;$70,00 
Private room;2;1;2;$125,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;2;2;1;$160,00 
Private room;3;1;2;$75,00 
Entire home/apt;6;4;5;$135,00 
Entire home/apt;2;2;1;$59,00 
Entire home/apt;6;4;6;$225,00 
Entire home/apt;4;2;2;$195,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;1;1;$87,00 
Entire home/apt;8;4;5;$500,00 
Entire home/apt;2;1;;$120,00 
Entire home/apt;3;2;2;$200,00 
Private room;1;1;1;$73,00 
Private room;2;1;1;$92,00 
Entire home/apt;4;3;3;$144,00 
Private room;2;1;1;$105,00 
Private room;2;1;2;$87,00 
Private room;2;1;2;$92,00 
Private room;2;1;2;$105,00 
Private room;3;1;3;$128,00 
Entire home/apt;2;;1;$164,00 
Entire home/apt;4;3;3;$200,00 
Private room;4;2;3;$109,00 
Private room;2;1;1;$74,00 
Private room;2;1;1;$76,00 
Private room;2;1;1;$74,00 
Private room;2;1;1;$135,00 
Entire home/apt;4;3;4;$371,00 
Private room;2;1;1;$74,00 
Entire home/apt;4;2;2;$100,00 
Private room;2;1;1;$135,00 
Entire home/apt;2;2;2;$150,00 
Entire home/apt;2;1;;$150,00 
Entire home/apt;3;1;1;$179,00 
Private room;2;1;1;$169,00 
Entire home/apt;2;1;;$175,00 
Private room;2;1;1;$91,00 
Private room;2;1;1;$49,00 
Entire home/apt;4;3;3;$289,00 
Entire home/apt;5;2;3;$135,00 
Private room;2;1;1;$49,00 
Entire home/apt;2;1;1;$176,00 
Entire home/apt;2;1;1;$90,00 
Private room;4;2;2;$83,00 
Entire home/apt;2;1;1;$88,00 
Entire home/apt;2;1;1;$95,00 
Private room;4;2;4;$164,00 
Private room;4;2;2;$143,00 
Entire home/apt;4;2;2;$119,00 
Private room;2;1;1;$123,00 
Private room;2;1;2;$75,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$168,00 
Entire home/apt;4;2;4;$175,00 
Entire home/apt;2;1;;$175,00 
Entire home/apt;2;1;2;$210,00 
Entire home/apt;4;3;3;$175,00 
Entire home/apt;4;2;2;$265,00 
Private room;2;2;3;$99,00 
Private room;1;1;1;$75,00 
Entire home/apt;2;1;1;$145,00 
Private room;2;1;1;$55,00 
Private room;2;2;1;$99,00 
Private room;2;1;1;$67,00 
Private room;3;1;3;$117,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;1;1;$126,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;4;4;5;$200,00 
Entire home/apt;4;3;3;$140,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;2;1;1;$105,00 
Entire home/apt;4;2;2;$180,00 
Entire home/apt;4;2;2;$314,00 
Entire home/apt;2;1;1;$137,00 
Private room;1;1;1;$59,00 
Entire home/apt;4;2;3;$200,00 
Private room;2;1;1;$81,00 
Private room;2;1;1;$86,00 
Private room;2;1;1;$91,00 
Private room;3;1;2;$118,00 
Private room;2;1;1;$93,00 
Private room;2;1;2;$99,00 
Entire home/apt;2;1;1;$113,00 
Entire home/apt;2;1;2;$149,00 
Entire home/apt;2;1;1;$92,00 
Entire home/apt;3;3;3;$200,00 
Entire home/apt;2;;1;$75,00 
Entire home/apt;4;2;2;$349,00 
Entire home/apt;4;2;4;$68,00 
Entire home/apt;2;1;1;$114,00 
Entire home/apt;2;1;;$120,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;1;;$130,00 
Entire home/apt;2;1;;$260,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;3;3;$199,00 
Entire home/apt;4;2;2;$175,00 
Entire home/apt;2;1;;$150,00 
Entire home/apt;2;1;1;$100,00 
Private room;2;1;1;$49,00 
Entire home/apt;1;1;;$111,00 
Entire home/apt;4;2;4;$300,00 
Private room;4;2;2;$152,00 
Entire home/apt;2;1;;$100,00 
Entire home/apt;2;2;2;$135,00 
Entire home/apt;2;1;1;$180,00 
Entire home/apt;4;2;2;$125,00 
Entire home/apt;3;2;2;$120,00 
Entire home/apt;2;1;1;$119,00 
Entire home/apt;4;2;3;$199,00 
Entire home/apt;2;1;1;$120,00 
Private room;2;1;1;$82,00 
Entire home/apt;2;1;1;$120,00 
Private room;2;1;1;$122,00 
Private room;3;1;3;$209,00 
Private room;2;1;1;$178,00 
Private room;2;1;2;$122,00 
Entire home/apt;2;1;;$129,00 
Entire home/apt;3;;1;$30,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$118,00 
Entire home/apt;2;;1;$450,00 
Entire home/apt;4;2;4;$163,00 
Entire home/apt;2;1;;$110,00 
Entire home/apt;2;1;1;$100,00 
Private room;6;1;;$100,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;4;2;3;$249,00 
Entire home/apt;4;3;3;$400,00 
Entire home/apt;4;2;2;$255,00 
Private room;2;1;3;$81,00 
Private room;2;1;1;$104,00 
Private room;2;1;1;$104,00 
Entire home/apt;4;5;6;$195,00 
Entire home/apt;2;1;1;$98,00 
Entire home/apt;4;3;4;$300,00 
Entire home/apt;2;1;1;$89,00 
Private room;2;1;1;$63,00 
Entire home/apt;2;1;;$100,00 
Entire home/apt;2;1;2;$150,00 
Entire home/apt;2;1;1;$126,00 
Entire home/apt;2;1;1;$275,00 
Entire home/apt;3;2;2;$150,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;2;;1;$149,00 
Entire home/apt;6;5;5;$325,00 
Entire home/apt;2;1;;$120,00 
Entire home/apt;2;;1;$79,00 
Entire home/apt;2;1;1;$134,00 
Private room;2;1;1;$60,00 
Private room;2;1;2;$69,00 
Private room;3;1;2;$100,00 
Private room;4;1;2;$113,00 
Entire home/apt;4;2;3;$275,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;4;3;3;$180,00 
Private room;2;;;$79,00 
Entire home/apt;4;2;2;$537,00 
Private room;2;;1;$60,00 
Private room;3;;2;$94,00 
Entire home/apt;4;3;2;$160,00 
Private room;2;1;1;$64,00 
Private room;2;1;1;$60,00 
Entire home/apt;2;;;$60,00 
Entire home/apt;2;1;1;$123,00 
Private room;2;;;$60,00 
Private room;4;;2;$72,00 
Entire home/apt;4;3;5;$310,00 
Private room;4;;3;$74,00 
Entire home/apt;4;2;2;$338,00 
Entire home/apt;4;3;4;$199,00 
Entire home/apt;4;2;3;$250,00 
Private room;2;;3;$60,00 
Private room;4;;;$73,00 
Private room;4;;2;$73,00 
Private room;2;;2;$60,00 
Private room;4;;2;$73,00 
Private room;2;1;1;$64,00 
Entire home/apt;2;1;1;$116,00 
Entire home/apt;2;1;1;$249,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;4;3;3;$200,00 
Entire home/apt;7;4;4;$245,00 
Entire home/apt;4;3;3;$350,00 
Entire home/apt;3;2;2;$200,00 
Entire home/apt;3;2;2;$175,00 
Private room;5;2;2;$361,00 
Entire home/apt;2;;1;$98,00 
Entire home/apt;2;1;1;$195,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$150,00 
Private room;3;1;3;$85,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$95,00 
Entire home/apt;4;2;2;$95,00 
Private room;4;3;3;$208,00 
Private room;4;2;4;$145,00 
Private room;4;2;2;$450,00 
Entire home/apt;2;1;1;$165,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;;$134,00 
Private room;2;1;1;$178,00 
Private room;2;1;1;$202,00 
Private room;2;1;1;$163,00 
Entire home/apt;4;2;1;$331,00 
Entire home/apt;4;2;;$165,00 
Entire home/apt;2;1;1;$300,00 
Private room;4;1;3;$83,00 
Entire home/apt;2;1;1;$128,00 
Entire home/apt;2;1;;$149,00 
Private room;4;1;2;$253,00 
Private room;2;1;1;$144,00 
Private room;4;2;2;$289,00 
Entire home/apt;2;1;1;$150,00 
Private room;3;1;2;$86,00 
Private room;2;1;;$45,00 
Entire home/apt;4;2;3;$150,00 
Entire home/apt;4;2;3;$249,00 
Entire home/apt;2;1;1;$80,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$95,00 
Entire home/apt;2;1;2;$95,00 
Entire home/apt;4;3;3;$195,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;1;1;$96,00 
Private room;9;1;5;$207,00 
Entire home/apt;2;1;1;$189,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;2;1;1;$212,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;2;3;$75,00 
Private room;2;1;1;$111,00 
Entire home/apt;2;1;1;$44,00 
Entire home/apt;3;2;2;$200,00 
Entire home/apt;2;;1;$79,00 
Entire home/apt;2;;1;$79,00 
Entire home/apt;2;1;1;$904,00 
Entire home/apt;3;1;2;$120,00 
Entire home/apt;2;1;;$165,00 
Entire home/apt;2;1;1;$195,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;2;1;$160,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$295,00 
Entire home/apt;4;2;2;$230,00 
Entire home/apt;4;3;2;$300,00 
Private room;2;;1;$70,00 
Entire home/apt;2;1;2;$115,00 
Entire home/apt;2;1;1;$213,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;4;2;2;$197,00 
Private room;2;;1;$56,00 
Private room;1;1;1;$45,00 
Entire home/apt;2;1;1;$169,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;3;2;2;$275,00 
Entire home/apt;2;1;1;$110,00 
Private room;1;1;1;$45,00 
Entire home/apt;3;1;;$124,00 
Entire home/apt;4;2;2;$125,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;2;;1;$234,00 
Entire home/apt;2;;1;$89,00 
Entire home/apt;2;1;1;$151,00 
Entire home/apt;2;;1;$50,00 
Entire home/apt;2;;1;$50,00 
Entire home/apt;2;;;$50,00 
Entire home/apt;2;;1;$50,00 
Entire home/apt;2;1;1;$190,00 
Private room;2;1;;$981,00 
Entire home/apt;4;2;2;$160,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;2;2;$175,00 
Entire home/apt;2;1;1;$117,00 
Entire home/apt;4;2;2;$180,00 
Entire home/apt;2;1;1;$220,00 
Private room;2;1;1;$898,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$99,00 
Private room;3;1;3;$89,00 
Entire home/apt;2;1;1;$103,00 
Entire home/apt;3;1;1;$108,00 
Entire home/apt;3;2;2;$195,00 
Private room;2;1;1;$200,00 
Entire home/apt;2;1;1;$105,00 
Entire home/apt;2;1;;$115,00 
Entire home/apt;2;;1;$79,00 
Entire home/apt;2;;1;$79,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;4;3;3;$141,00 
Entire home/apt;4;2;3;$200,00 
Entire home/apt;4;2;2;$550,00 
Private room;2;;1;$68,00 
Entire home/apt;4;2;2;$245,00 
Entire home/apt;4;2;2;$261,00 
Private room;2;1;1;$53,00 
Private room;2;1;1;$50,00 
Entire home/apt;6;3;;$700,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;8;4;4;$600,00 
Private room;2;1;1;$250,00 
Entire home/apt;4;2;;$295,00 
Entire home/apt;2;1;1;$133,00 
Entire home/apt;3;1;1;$60,00 
Private room;2;1;1;$50,00 
Entire home/apt;2;1;1;$88,00 
Private room;2;1;1;$89,00 
Entire home/apt;2;1;1;$200,00 
Private room;2;;1;$62,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;1;;$85,00 
Private room;4;2;2;$99,00 
Entire home/apt;4;1;2;$1.399,00 
Entire home/apt;3;2;1;$185,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;4;2;2;$300,00 
Entire home/apt;2;1;2;$65,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$151,00 
Entire home/apt;3;1;;$100,00 
Entire home/apt;2;1;1;$225,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;4;3;3;$150,00 
Private room;2;1;1;$127,00 
Entire home/apt;4;2;2;$300,00 
Private room;2;1;2;$92,00 
Entire home/apt;4;2;3;$264,00 
Entire home/apt;3;2;2;$150,00 
Entire home/apt;2;1;1;$125,00 
Private room;2;1;1;$149,00 
Private room;3;1;2;$195,00 
Entire home/apt;3;1;1;$100,00 
Entire home/apt;4;3;3;$180,00 
Entire home/apt;4;2;2;$120,00 
Entire home/apt;2;1;1;$120,00 
Private room;2;1;1;$115,00 
Entire home/apt;4;2;2;$160,00 
Entire home/apt;2;1;1;$190,00 
Entire home/apt;4;2;2;$279,00 
Entire home/apt;2;1;1;$155,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;6;3;3;$179,00 
Entire home/apt;2;1;;$110,00 
Entire home/apt;2;1;1;$180,00 
Entire home/apt;4;2;2;$548,00 
Private room;2;;1;$65,00 
Entire home/apt;2;1;1;$51,00 
Private room;2;1;;$49,00 
Entire home/apt;4;1;2;$100,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;3;2;3;$114,00 
Entire home/apt;2;1;1;$555,00 
Private room;4;;4;$60,00 
Entire home/apt;3;2;;$94,00 
Private room;2;1;1;$92,00 
Entire home/apt;2;2;1;$250,00 
Entire home/apt;2;1;;$149,00 
Private room;2;1;1;$143,00 
Entire home/apt;4;2;2;$217,00 
Entire home/apt;4;2;2;$275,00 
Entire home/apt;2;1;1;$119,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;2;1;1;$105,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$70,00 
Entire home/apt;2;1;;$100,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$177,00 
Private room;1;1;1;$75,00 
Entire home/apt;4;3;5;$250,00 
Entire home/apt;4;4;3;$140,00 
Entire home/apt;3;1;1;$250,00 
Entire home/apt;2;1;1;$110,00 
Private room;6;3;4;$374,00 
Entire home/apt;4;2;;$371,00 
Private room;2;1;2;$95,00 
Entire home/apt;3;;3;$60,00 
Entire home/apt;2;1;2;$100,00 
